entry_time,cum_pnl
2020-12-01 09:30:00-05:00,1.081714285714284
2020-12-08 09:30:00-05:00,2.0297142857142845
2020-12-10 14:00:00-05:00,1.2889285714285705
2021-01-25 09:30:00-05:00,-1.4822142857142495
2021-01-29 14:00:00-05:00,0.8340714285714768
2021-08-17 09:30:00-04:00,1.8143571428571974
2021-08-18 09:30:00-04:00,2.8017857142857707
2021-08-19 09:30:00-04:00,3.8952142857143457
2021-11-23 14:00:00-05:00,9.980928571428635
2021-11-30 09:30:00-05:00,11.276642857142917
2021-12-01 09:30:00-05:00,12.648642857142917
2021-12-13 09:30:00-05:00,14.365785714285778
2021-12-15 09:30:00-05:00,16.23007142857149
2021-12-16 09:30:00-05:00,18.252357142857207
2021-12-28 14:00:00-05:00,13.997714285714338
2022-02-28 09:30:00-05:00,17.02857142857151
2022-03-01 09:30:00-05:00,20.088000000000093
2022-03-02 09:30:00-05:00,23.284285714285815
2022-03-03 09:30:00-05:00,26.709142857142965
2022-03-04 09:30:00-05:00,30.248571428571537
2022-03-07 09:30:00-05:00,32.30114285714296
2022-03-07 09:30:00-05:00,35.08542857142868
2022-03-07 09:30:00-05:00,32.369142857142975
2022-03-09 09:30:00-05:00,34.42942857142869
2022-03-09 09:30:00-05:00,38.19742857142869
2022-03-10 09:30:00-05:00,42.17628571428584
2022-03-11 09:30:00-05:00,46.51000000000012
2022-03-14 09:30:00-04:00,47.69200000000012
2022-04-07 09:30:00-04:00,48.71514285714298
2022-04-08 09:30:00-04:00,51.68485714285728
2022-05-16 09:30:00-04:00,54.460285714285845
2022-06-02 09:30:00-04:00,61.12885714285724
2022-07-01 14:00:00-04:00,60.20314285714296
2022-07-05 14:00:00-04:00,62.9600000000001
2022-07-28 09:30:00-04:00,69.54057142857152
2022-08-23 09:30:00-04:00,71.69542857142866
2022-08-31 09:30:00-04:00,73.8560000000001
2022-10-05 09:30:00-04:00,76.27885714285723
2022-10-06 09:30:00-04:00,78.76800000000007
2022-10-06 09:30:00-04:00,82.64400000000008
2022-10-11 09:30:00-04:00,85.29571428571435
2022-10-11 09:30:00-04:00,89.33800000000008
2022-10-19 09:30:00-04:00,93.46628571428579
2022-10-19 09:30:00-04:00,96.07085714285724
2022-10-26 09:30:00-04:00,102.60685714285724
2022-10-31 09:30:00-04:00,104.7697142857144
2022-10-31 09:30:00-04:00,108.61657142857158
2022-11-03 09:30:00-04:00,112.1528571428573
2022-11-04 14:00:00-04:00,115.64428571428587
2022-11-10 14:00:00-05:00,117.81257142857159
2022-11-10 14:00:00-05:00,121.33314285714302
2022-11-14 09:30:00-05:00,122.18771428571445
2023-02-01 14:00:00-05:00,120.22871428571445
2024-02-06 09:30:00-05:00,126.29871428571444
2024-04-10 09:30:00-04:00,132.38157142857165
2024-07-11 14:00:00-04:00,137.74528571428593
2024-07-25 09:30:00-04:00,141.45442857142882
2024-08-02 14:00:00-04:00,143.75928571428597
2025-01-29 14:00:00-05:00,137.8488571428574
2025-03-11 14:00:00-04:00,136.0188571428574
2025-03-17 09:30:00-04:00,138.36742857142883
2025-08-04 09:30:00-04:00,145.99542857142887
2025-08-04 09:30:00-04:00,148.44657142857173
2025-08-08 14:00:00-04:00,154.69342857142888
2025-09-23 09:30:00-04:00,161.7314285714289
2025-10-08 09:30:00-04:00,170.7391428571432
2025-10-15 14:00:00-04:00,173.30942857142892
2025-10-17 14:00:00-04:00,176.76657142857178
2025-10-30 09:30:00-04:00,190.34114285714318
2025-11-05 09:30:00-05:00,203.42200000000028
2025-11-05 09:30:00-05:00,211.62885714285744
2025-11-06 14:00:00-05:00,201.14450000000033
2025-11-12 09:30:00-05:00,211.13021428571463
2025-11-17 09:30:00-05:00,213.43650000000034
2025-12-04 09:30:00-05:00,226.95450000000037
2025-12-11 09:30:00-05:00,243.17278571428594
2025-12-11 09:30:00-05:00,245.68964285714307
2025-12-11 09:30:00-05:00,257.8459285714288
2026-01-05 09:30:00-05:00,271.9885000000004
2026-01-05 09:30:00-05:00,274.33535714285756
2026-01-05 09:30:00-05:00,285.1676428571433
2026-01-13 09:30:00-05:00,287.57792857142897
2026-01-14 09:30:00-05:00,290.15107142857187
2026-01-20 09:30:00-05:00,308.57992857142904
2026-01-21 09:30:00-05:00,311.4445000000005
2026-01-21 09:30:00-05:00,319.055071428572
2026-01-21 14:00:00-05:00,332.0099285714291
2026-01-29 14:00:00-05:00,344.78307142857193
2026-01-30 09:30:00-05:00,358.8076428571434
2026-02-02 09:30:00-05:00,373.7722142857149
2026-02-02 14:00:00-05:00,375.96107142857204
2026-02-03 14:00:00-05:00,368.1173571428577
2026-02-04 14:00:00-05:00,355.9887857142862
2026-02-05 14:00:00-05:00,374.0136428571434
2026-02-06 09:30:00-05:00,392.7739285714291
2026-02-11 14:00:00-05:00,415.92192857142913
2026-02-11 14:00:00-05:00,411.655071428572
